index,MOF,node 1,node 2,edge,topo,UG,UG_five_level,Unnamed: 8,Unnamed: 9,index.1,Unnamed: 11,node 1.1,node 2.1,edge.1,UG_five_level.1
11180.0,sym_5_mc_2_sym_5_on_11_L_25,sym_5_mc_2,sym_5_on_11,L_25,ssb,20.802,Good,,0,11180.0,,sym_5_mc_2,sym_5_on_11,L_25,Good
11261.0,sym_5_mc_2_sym_5_on_13_L_11,sym_5_mc_2,sym_5_on_13,L_11,ssb,14.348,Poor,,0,11261.0,,sym_5_mc_2,sym_5_on_13,L_11,Poor
11361.0,sym_5_on_10_sym_5_mc_2_L_15,sym_5_on_10,sym_5_mc_2,L_15,ssb,16.701,Average,,0,11361.0,,sym_5_on_10,sym_5_mc_2,L_15,Average
11414.0,sym_5_on_11_sym_5_mc_2_L_1,sym_5_on_11,sym_5_mc_2,L_1,ssb,8.86,Bad,,0,11414.0,,sym_5_on_11,sym_5_mc_2,L_1,Bad
11415.0,sym_5_on_11_sym_5_mc_2_L_20,sym_5_on_11,sym_5_mc_2,L_20,ssb,18.111,Average,,0,11415.0,,sym_5_on_11,sym_5_mc_2,L_20,Average
11544.0,sym_5_on_13_sym_5_mc_2_L_7,sym_5_on_13,sym_5_mc_2,L_7,ssb,14.642,Average,,0,11544.0,,sym_5_on_13,sym_5_mc_2,L_7,Average
11585.0,sym_5_on_9_sym_5_mc_2_L_44,sym_5_on_9,sym_5_mc_2,L_44,ssb,25.4,Good,,0,11585.0,,sym_5_on_9,sym_5_mc_2,L_44,Good
11739.0,sym_5_on_12_sym_7_mc_4__,sym_5_on_12,sym_7_mc_4,,stp,5.532,Bad,,0,11739.0,,sym_5_on_12,sym_7_mc_4,,Bad
11904.0,sym_3_mc_0_sym_5_mc_2_L_29,sym_3_mc_0,sym_5_mc_2,L_29,tbo,31.075,Excellent,,0,11904.0,,sym_3_mc_0,sym_5_mc_2,L_29,Excellent
11931.0,sym_3_mc_0_sym_5_on_10__,sym_3_mc_0,sym_5_on_10,,tbo,13.678,Poor,,0,11931.0,,sym_3_mc_0,sym_5_on_10,,Poor
11963.0,sym_3_mc_0_sym_5_on_10_L_39,sym_3_mc_0,sym_5_on_10,L_39,tbo,37.452,Excellent,,0,11963.0,,sym_3_mc_0,sym_5_on_10,L_39,Excellent
11966.0,sym_3_mc_0_sym_5_on_10_L_41,sym_3_mc_0,sym_5_on_10,L_41,tbo,38.528,Excellent,,0,11966.0,,sym_3_mc_0,sym_5_on_10,L_41,Excellent
11981.0,sym_3_mc_0_sym_5_on_11_L_11,sym_3_mc_0,sym_5_on_11,L_11,tbo,20.105,Good,,0,11981.0,,sym_3_mc_0,sym_5_on_11,L_11,Good
12101.0,sym_3_mc_0_sym_5_on_13_L_33,sym_3_mc_0,sym_5_on_13,L_33,tbo,38.141,Excellent,,0,12101.0,,sym_3_mc_0,sym_5_on_13,L_33,Excellent
4340.0,_sym_4_mc_1_sym_4_on_6_L_9,sym_4_mc_1,sym_4_on_6,L_9,lcs,9.817,Poor,,0,4340.0,,sym_4_mc_1,sym_4_on_6,L_9,Poor
12232.0,sym_3_on_1_sym_5_mc_2_L_27,sym_3_on_1,sym_5_mc_2,L_27,tbo,27.521,Excellent,,0,12232.0,,sym_3_on_1,sym_5_mc_2,L_27,Excellent
12271.0,sym_3_on_2_sym_5_mc_2_L_19,sym_3_on_2,sym_5_mc_2,L_19,tbo,22.588,Good,,0,12271.0,,sym_3_on_2,sym_5_mc_2,L_19,Good
12310.0,sym_3_on_4_sym_5_mc_2_L_10,sym_3_on_4,sym_5_mc_2,L_10,tbo,16.772,Average,,0,12310.0,,sym_3_on_4,sym_5_mc_2,L_10,Average
12385.0,sym_3_on_5_sym_5_mc_2_L_35,sym_3_on_5,sym_5_mc_2,L_35,tbo,32.135,Excellent,,0,12385.0,,sym_3_on_5,sym_5_mc_2,L_35,Excellent
12446.0,sym_3_mc_0_sym_8_mc_7_L_47,sym_3_mc_0,sym_8_mc_7,L_47,the,29.581,Excellent,,0,12446.0,,sym_3_mc_0,sym_8_mc_7,L_47,Excellent
12477.0,sym_3_mc_0_sym_8_mc_8_L_31,sym_3_mc_0,sym_8_mc_8,L_31,the,22.11,Good,,0,12477.0,,sym_3_mc_0,sym_8_mc_8,L_31,Good
12707.0,sym_3_on_1_sym_8_mc_7_L_22,sym_3_on_1,sym_8_mc_7,L_22,the,14.653,Average,,0,12707.0,,sym_3_on_1,sym_8_mc_7,L_22,Average
12728.0,sym_3_on_1_sym_8_mc_7_L_41,sym_3_on_1,sym_8_mc_7,L_41,the,21.522,Good,,0,12728.0,,sym_3_on_1,sym_8_mc_7,L_41,Good
12744.0,sym_3_on_1_sym_8_mc_8_L_12,sym_3_on_1,sym_8_mc_8,L_12,the,12.95,Poor,,0,12744.0,,sym_3_on_1,sym_8_mc_8,L_12,Poor
12797.0,sym_3_on_1_sym_8_mc_9_L_17,sym_3_on_1,sym_8_mc_9,L_17,the,11.506,Poor,,0,12797.0,,sym_3_on_1,sym_8_mc_9,L_17,Poor
12968.0,sym_3_on_2_sym_8_mc_9_L_41,sym_3_on_2,sym_8_mc_9,L_41,the,21.054,Good,,0,12968.0,,sym_3_on_2,sym_8_mc_9,L_41,Good
13043.0,sym_3_on_4_sym_8_mc_8_L_22,sym_3_on_4,sym_8_mc_8,L_22,the,20.019,Good,,0,13043.0,,sym_3_on_4,sym_8_mc_8,L_22,Good
13085.0,sym_3_on_4_sym_8_mc_9_L_17,sym_3_on_4,sym_8_mc_9,L_17,the,14.301,Poor,,0,13085.0,,sym_3_on_4,sym_8_mc_9,L_17,Poor
13103.0,sym_3_on_4_sym_8_mc_9_L_33,sym_3_on_4,sym_8_mc_9,L_33,the,19.979,Good,,0,13103.0,,sym_3_on_4,sym_8_mc_9,L_33,Good
13174.0,sym_3_on_5_sym_8_mc_8_L_10,sym_3_on_5,sym_8_mc_8,L_10,the,14.363,Poor,,0,13174.0,,sym_3_on_5,sym_8_mc_8,L_10,Poor
13306.0,sym_5_mc_2_sym_7_mc_4_L_42,sym_5_mc_2,sym_7_mc_4,L_42,tpt,20.598,Good,,0,13306.0,,sym_5_mc_2,sym_7_mc_4,L_42,Good
13331.0,sym_5_on_10_sym_7_mc_4_L_21,sym_5_on_10,sym_7_mc_4,L_21,tpt,17.823,Average,,0,13331.0,,sym_5_on_10,sym_7_mc_4,L_21,Average
13389.0,sym_5_on_11_sym_7_mc_4_L_30,sym_5_on_11,sym_7_mc_4,L_30,tpt,20.281,Good,,0,13389.0,,sym_5_on_11,sym_7_mc_4,L_30,Good
13470.0,sym_5_on_9_sym_7_mc_4_L_11,sym_5_on_9,sym_7_mc_4,L_11,tpt,7.816,Bad,,0,13470.0,,sym_5_on_9,sym_7_mc_4,L_11,Bad
13490.0,sym_5_on_9_sym_7_mc_4_L_2,sym_5_on_9,sym_7_mc_4,L_2,tpt,6.866,Bad,,0,13490.0,,sym_5_on_9,sym_7_mc_4,L_2,Bad
13500.0,sym_5_on_9_sym_7_mc_4_L_39,sym_5_on_9,sym_7_mc_4,L_39,tpt,19.999,Good,,0,13500.0,,sym_5_on_9,sym_7_mc_4,L_39,Good
13512.0,sym_5_on_9_sym_7_mc_4_L_6,sym_5_on_9,sym_7_mc_4,L_6,tpt,7.452,Bad,,0,13512.0,,sym_5_on_9,sym_7_mc_4,L_6,Bad
55.0,sym_16_mc_14__L_17,sym_16_mc_14,,L_17,bcs,5.453,Bad,,0,55.0,,sym_16_mc_14,,L_17,Bad
88.0,sym_16_mc_14__L_47,sym_16_mc_14,,L_47,bcs,13.514,Poor,,0,88.0,,sym_16_mc_14,,L_47,Poor
129.0,sym_16_mc_6__L_41,sym_16_mc_6,,L_41,bcs,11.669,Poor,,0,129.0,,sym_16_mc_6,,L_41,Poor
158.0,sym_10_mc_10__L_25,sym_10_mc_10,,L_25,bct,6.211,Bad,,0,158.0,,sym_10_mc_10,,L_25,Bad
168.0,sym_10_mc_10__L_34,sym_10_mc_10,,L_34,bct,8.149,Bad,,0,168.0,,sym_10_mc_10,,L_34,Bad
187.0,sym_10_mc_10__L_8,sym_10_mc_10,,L_8,bct,1.748,Bad,,0,187.0,,sym_10_mc_10,,L_8,Bad
236.0,sym_8_mc_8__L_10,sym_8_mc_8,,L_10,bcu,5.293,Bad,,0,236.0,,sym_8_mc_8,,L_10,Bad
292.0,sym_8_mc_9__L_19,sym_8_mc_9,,L_19,bcu,5.255,Bad,,0,292.0,,sym_8_mc_9,,L_19,Bad
338.0,sym_3_mc_0_sym_4_mc_1_L_17,sym_3_mc_0,sym_4_mc_1,L_17,bor,29.183,Excellent,,0,338.0,,sym_3_mc_0,sym_4_mc_1,L_17,Excellent
350.0,sym_3_mc_0_sym_4_mc_1_L_28,sym_3_mc_0,sym_4_mc_1,L_28,bor,32.676,Excellent,,0,350.0,,sym_3_mc_0,sym_4_mc_1,L_28,Excellent
358.0,sym_3_mc_0_sym_4_mc_1_L_35,sym_3_mc_0,sym_4_mc_1,L_35,bor,37.963,Excellent,,0,358.0,,sym_3_mc_0,sym_4_mc_1,L_35,Excellent
481.0,sym_3_mc_0_sym_4_on_7_L_21,sym_3_mc_0,sym_4_on_7,L_21,bor,30.439,Excellent,,0,481.0,,sym_3_mc_0,sym_4_on_7,L_21,Excellent
651.0,sym_3_on_1_sym_4_mc_1_L_45,sym_3_on_1,sym_4_mc_1,L_45,bor,36.446,Excellent,,0,651.0,,sym_3_on_1,sym_4_mc_1,L_45,Excellent
669.0,sym_3_on_2_sym_4_mc_1_L_18,sym_3_on_2,sym_4_mc_1,L_18,bor,24.592,Good,,0,669.0,,sym_3_on_2,sym_4_mc_1,L_18,Good
677.0,sym_3_on_2_sym_4_mc_1_L_25,sym_3_on_2,sym_4_mc_1,L_25,bor,30.535,Excellent,,0,677.0,,sym_3_on_2,sym_4_mc_1,L_25,Excellent
786.0,sym_3_on_5_sym_4_mc_1_L_37,sym_3_on_5,sym_4_mc_1,L_37,bor,38.804,Excellent,,0,786.0,,sym_3_on_5,sym_4_mc_1,L_37,Excellent
839.0,sym_9_mc_5__L_42,sym_9_mc_5,,L_42,crs,15.327,Average,,0,839.0,,sym_9_mc_5,,L_42,Average
920.0,sym_5_mc_2_sym_8_mc_9_L_23,sym_5_mc_2,sym_8_mc_9,L_23,csq,12.307,Poor,,0,920.0,,sym_5_mc_2,sym_8_mc_9,L_23,Poor
949.0,sym_5_mc_2_sym_8_mc_9_L_6,sym_5_mc_2,sym_8_mc_9,L_6,csq,5.367,Bad,,0,949.0,,sym_5_mc_2,sym_8_mc_9,L_6,Bad
960.0,sym_5_on_10_sym_8_mc_7_L_16,sym_5_on_10,sym_8_mc_7,L_16,csq,13.75,Poor,,0,960.0,,sym_5_on_10,sym_8_mc_7,L_16,Poor
1070.0,sym_5_on_10_sym_8_mc_9_L_2,sym_5_on_10,sym_8_mc_9,L_2,csq,6.729,Bad,,0,1070.0,,sym_5_on_10,sym_8_mc_9,L_2,Bad
1130.0,sym_5_on_11_sym_8_mc_8_L_35,sym_5_on_11,sym_8_mc_8,L_35,csq,20.959,Good,,0,1130.0,,sym_5_on_11,sym_8_mc_8,L_35,Good
1185.0,sym_5_on_11_sym_8_mc_9_L_41,sym_5_on_11,sym_8_mc_9,L_41,csq,18.871,Average,,0,1185.0,,sym_5_on_11,sym_8_mc_9,L_41,Average
1233.0,sym_5_on_12_sym_8_mc_7_L_41,sym_5_on_12,sym_8_mc_7,L_41,csq,19.958,Good,,0,1233.0,,sym_5_on_12,sym_8_mc_7,L_41,Good
1257.0,sym_5_on_12_sym_8_mc_9_L_4,sym_5_on_12,sym_8_mc_9,L_4,csq,7.268,Bad,,0,1257.0,,sym_5_on_12,sym_8_mc_9,L_4,Bad
1328.0,sym_5_on_13_sym_8_mc_9_L_24,sym_5_on_13,sym_8_mc_9,L_24,csq,16.863,Average,,0,1328.0,,sym_5_on_13,sym_8_mc_9,L_24,Average
1417.0,sym_5_on_9_sym_8_mc_9_L_12,sym_5_on_9,sym_8_mc_9,L_12,csq,6.11,Bad,,0,1417.0,,sym_5_on_9,sym_8_mc_9,L_12,Bad
1440.0,sym_5_on_9_sym_8_mc_9_L_33,sym_5_on_9,sym_8_mc_9,L_33,csq,13.637,Poor,,0,1440.0,,sym_5_on_9,sym_8_mc_9,L_33,Poor
1565.0,sym_3_mc_0_sym_4_on_6_L_21,sym_3_mc_0,sym_4_on_6,L_21,ctn,24.296,Good,,0,1565.0,,sym_3_mc_0,sym_4_on_6,L_21,Good
1628.0,sym_3_mc_0_sym_4_on_7_L_35,sym_3_mc_0,sym_4_on_7,L_35,ctn,30.065,Excellent,,0,1628.0,,sym_3_mc_0,sym_4_on_7,L_35,Excellent
1646.0,sym_3_mc_0_sym_4_on_7_L_8,sym_3_mc_0,sym_4_on_7,L_8,ctn,15.572,Average,,0,1646.0,,sym_3_mc_0,sym_4_on_7,L_8,Average
1658.0,sym_3_mc_0_sym_4_on_8_L_19,sym_3_mc_0,sym_4_on_8,L_19,ctn,27.969,Excellent,,0,1658.0,,sym_3_mc_0,sym_4_on_8,L_19,Excellent
1688.0,sym_3_mc_0_sym_4_on_8_L_46,sym_3_mc_0,sym_4_on_8,L_46,ctn,42.536,Excellent,,0,1688.0,,sym_3_mc_0,sym_4_on_8,L_46,Excellent
1835.0,sym_3_on_2_sym_4_mc_1_L_5,sym_3_on_2,sym_4_mc_1,L_5,ctn,17.33,Average,,0,1835.0,,sym_3_on_2,sym_4_mc_1,L_5,Average
1843.0,sym_3_on_4_sym_4_mc_1_L_12,sym_3_on_4,sym_4_mc_1,L_12,ctn,23.614,Good,,0,1843.0,,sym_3_on_4,sym_4_mc_1,L_12,Good
1873.0,sym_3_on_4_sym_4_mc_1_L_3,sym_3_on_4,sym_4_mc_1,L_3,ctn,21.481,Good,,0,1873.0,,sym_3_on_4,sym_4_mc_1,L_3,Good
4258.0,_sym_4_mc_1_sym_4_on_14_L_18,sym_4_mc_1,sym_4_on_14,L_18,lcs,16.293,Average,,0,4258.0,,sym_4_mc_1,sym_4_on_14,L_18,Average
4301.0,_sym_4_mc_1_sym_4_on_6_L_17,sym_4_mc_1,sym_4_on_6,L_17,lcs,16.589,Average,,0,4301.0,,sym_4_mc_1,sym_4_on_6,L_17,Average
5719.0,sym_6_mc_3_sym_7_mc_4_L_45,sym_6_mc_3,sym_7_mc_4,L_45,nia,15.79,Average,,0,5719.0,,sym_6_mc_3,sym_7_mc_4,L_45,Average
6306.0,sym_4_mc_1_sym_5_on_9_L_12,sym_4_mc_1,sym_5_on_9,L_12,pth,15.199,Average,,0,6306.0,,sym_4_mc_1,sym_5_on_9,L_12,Average
7618.0,sym_3_on_0_sym_6_mc_3_L_38,sym_3_on_0,sym_6_mc_3,L_38,pyr,18.756,Average,,0,7618.0,,sym_3_on_0,sym_6_mc_3,L_38,Average
2234.0,_sym_4_on_6_sym_4_mc_1_L_2,sym_4_on_6,sym_4_mc_1,L_2,dia,10.654,Poor,,0,2234.0,,sym_4_on_6,sym_4_mc_1,L_2,Poor
2279.0,_sym_4_on_7_sym_4_mc_1_L_27,sym_4_on_7,sym_4_mc_1,L_27,dia,27.362,Excellent,,0,2279.0,,sym_4_on_7,sym_4_mc_1,L_27,Excellent
2285.0,_sym_4_on_7_sym_4_mc_1_L_32,sym_4_on_7,sym_4_mc_1,L_32,dia,26.349,Excellent,,0,2285.0,,sym_4_on_7,sym_4_mc_1,L_32,Excellent
2303.0,_sym_4_on_7_sym_4_mc_1_L_5,sym_4_on_7,sym_4_mc_1,L_5,dia,13.15,Poor,,0,2303.0,,sym_4_on_7,sym_4_mc_1,L_5,Poor
2316.0,_sym_4_on_8_sym_4_mc_1_L_17,sym_4_on_8,sym_4_mc_1,L_17,dia,22.598,Good,,0,2316.0,,sym_4_on_8,sym_4_mc_1,L_17,Good
10679.0,_sym_3_on_0_sym_3_mc_0_L_11,sym_3_on_0,sym_3_mc_0,L_11,srs,19.1,Average,,0,10679.0,,sym_3_on_0,sym_3_mc_0,L_11,Average
12581.0,sym_3_on_0_sym_8_mc_7_L_39,sym_3_on_0,sym_8_mc_7,L_39,the,18.439,Average,,0,12581.0,,sym_3_on_0,sym_8_mc_7,L_39,Average
2597.0,sym_4_on_14_sym_8_mc_8_L_19,sym_4_on_14,sym_8_mc_8,L_19,flu,13.009,Poor,,0,2597.0,,sym_4_on_14,sym_8_mc_8,L_19,Poor
2691.0,sym_4_on_6_sym_8_mc_7_L_26,sym_4_on_6,sym_8_mc_7,L_26,flu,9.724,Bad,,0,2691.0,,sym_4_on_6,sym_8_mc_7,L_26,Bad
2868.0,sym_4_on_7_sym_8_mc_8_L_12,sym_4_on_7,sym_8_mc_8,L_12,flu,9.576,Bad,,0,2868.0,,sym_4_on_7,sym_8_mc_8,L_12,Bad
2893.0,sym_4_on_7_sym_8_mc_8_L_35,sym_4_on_7,sym_8_mc_8,L_35,flu,17.682,Average,,0,2893.0,,sym_4_on_7,sym_8_mc_8,L_35,Average
2904.0,sym_4_on_7_sym_8_mc_8_L_45,sym_4_on_7,sym_8_mc_8,L_45,flu,18.93,Average,,0,2904.0,,sym_4_on_7,sym_8_mc_8,L_45,Average
2911.0,sym_4_on_7_sym_8_mc_8_L_8,sym_4_on_7,sym_8_mc_8,L_8,flu,7.244,Bad,,0,2911.0,,sym_4_on_7,sym_8_mc_8,L_8,Bad
3124.0,sym_5_mc_2_sym_12_mc_11_L_27,sym_5_mc_2,sym_12_mc_11,L_27,ftw,10.426,Poor,,0,3124.0,,sym_5_mc_2,sym_12_mc_11,L_27,Poor
3192.0,sym_5_on_10_sym_12_mc_11_L_45,sym_5_on_10,sym_12_mc_11,L_45,ftw,14.122,Poor,,0,3192.0,,sym_5_on_10,sym_12_mc_11,L_45,Poor
3236.0,sym_5_on_11_sym_12_mc_11_L_41,sym_5_on_11,sym_12_mc_11,L_41,ftw,14.545,Poor,,0,3236.0,,sym_5_on_11,sym_12_mc_11,L_41,Poor
3273.0,sym_5_on_12_sym_12_mc_11_L_31,sym_5_on_12,sym_12_mc_11,L_31,ftw,10.612,Poor,,0,3273.0,,sym_5_on_12,sym_12_mc_11,L_31,Poor
3298.0,sym_5_on_13_sym_12_mc_11_L_10,sym_5_on_13,sym_12_mc_11,L_10,ftw,7.274,Bad,,0,3298.0,,sym_5_on_13,sym_12_mc_11,L_10,Bad
3344.0,sym_5_on_13_sym_12_mc_11_L_9,sym_5_on_13,sym_12_mc_11,L_9,ftw,6.375,Bad,,0,3344.0,,sym_5_on_13,sym_12_mc_11,L_9,Bad
3823.0,sym_4_mc_1_sym_9_mc_5_L_8,sym_4_mc_1,sym_9_mc_5,L_8,iac,9.525,Bad,,0,3823.0,,sym_4_mc_1,sym_9_mc_5,L_8,Bad
3523.0,sym_4_on_6_sym_16_mc_14_L_40,sym_4_on_6,sym_16_mc_14,L_40,gar,13.488,Poor,,0,3523.0,,sym_4_on_6,sym_16_mc_14,L_40,Poor
3597.0,sym_4_on_7_sym_16_mc_14_L_20,sym_4_on_7,sym_16_mc_14,L_20,gar,10.339,Poor,,0,3597.0,,sym_4_on_7,sym_16_mc_14,L_20,Poor
3634.0,sym_4_on_7_sym_16_mc_6_L_10,sym_4_on_7,sym_16_mc_6,L_10,gar,3.78,Bad,,0,3634.0,,sym_4_on_7,sym_16_mc_6,L_10,Bad
6825.0,sym_3_on_0_sym_5_mc_2__,sym_3_on_0,sym_5_mc_2,,pto,0.387,Bad,,0,6825.0,,sym_3_on_0,sym_5_mc_2,,Bad
3841.0,sym_4_on_6_sym_9_mc_5_L_24,sym_4_on_6,sym_9_mc_5,L_24,iac,10.785,Poor,,0,3841.0,,sym_4_on_6,sym_9_mc_5,L_24,Poor
3944.0,sym_4_on_8_sym_9_mc_5_L_30,sym_4_on_8,sym_9_mc_5,L_30,iac,15.202,Average,,0,3944.0,,sym_4_on_8,sym_9_mc_5,L_30,Average
12211.0,sym_3_on_0_sym_5_mc_2_L_8,sym_3_on_0,sym_5_mc_2,L_8,tbo,8.436,Bad,,0,12211.0,,sym_3_on_0,sym_5_mc_2,L_8,Bad
4029.0,sym_4_on_14_sym_13_mc_12_L_23,sym_4_on_14,sym_13_mc_12,L_23,ith,5.222,Bad,,0,4029.0,,sym_4_on_14,sym_13_mc_12,L_23,Bad
4099.0,sym_4_on_6_sym_13_mc_12_L_46,sym_4_on_6,sym_13_mc_12,L_46,ith,14.891,Average,,0,4099.0,,sym_4_on_6,sym_13_mc_12,L_46,Average
4198.0,sym_4_on_8_sym_13_mc_12_L_5,sym_4_on_8,sym_13_mc_12,L_5,ith,0.928,Bad,,0,4198.0,,sym_4_on_8,sym_13_mc_12,L_5,Bad
12596.0,sym_3_on_0_sym_8_mc_7_L_9,sym_3_on_0,sym_8_mc_7,L_9,the,4.933,Bad,,0,12596.0,,sym_3_on_0,sym_8_mc_7,L_9,Bad
1723.0,sym_3_on_0_sym_4_mc_1_L_34,sym_3_on_0,sym_4_mc_1,L_34,ctn,30.238,Excellent,,0,1723.0,,sym_3_on_0,sym_4_mc_1,L_34,Excellent
2019.0,_sym_4_mc_1_sym_4_on_14_L_46,sym_4_mc_1,sym_4_on_14,L_46,dia,33.885,Excellent,,0,2019.0,,sym_4_mc_1,sym_4_on_14,L_46,Excellent
4276.0,_sym_4_mc_1_sym_4_on_14_L_37,sym_4_mc_1,sym_4_on_14,L_37,lcs,25.945,Excellent,,0,4276.0,,sym_4_mc_1,sym_4_on_14,L_37,Excellent
4448.0,_sym_4_on_14_sym_4_mc_1_L_22,sym_4_on_14,sym_4_mc_1,L_22,lcs,19.141,Average,,0,4448.0,,sym_4_on_14,sym_4_mc_1,L_22,Average
4472.0,_sym_4_on_14_sym_4_mc_1_L_46,sym_4_on_14,sym_4_mc_1,L_46,lcs,32.345,Excellent,,0,4472.0,,sym_4_on_14,sym_4_mc_1,L_46,Excellent
4488.0,_sym_4_on_6_sym_4_mc_1_L_18,sym_4_on_6,sym_4_mc_1,L_18,lcs,15.78,Average,,0,4488.0,,sym_4_on_6,sym_4_mc_1,L_18,Average
4557.0,_sym_4_on_7_sym_4_mc_1_L_37,sym_4_on_7,sym_4_mc_1,L_37,lcs,27.125,Excellent,,0,4557.0,,sym_4_on_7,sym_4_mc_1,L_37,Excellent
4689.0,_sym_5_mc_2_sym_5_on_10_L_26,sym_5_mc_2,sym_5_on_10,L_26,lvt,17.798,Average,,0,4689.0,,sym_5_mc_2,sym_5_on_10,L_26,Average
4740.0,_sym_5_mc_2_sym_5_on_11_L_29,sym_5_mc_2,sym_5_on_11,L_29,lvt,21.493,Good,,0,4740.0,,sym_5_mc_2,sym_5_on_11,L_29,Good
4761.0,_sym_5_mc_2_sym_5_on_11_L_4,sym_5_mc_2,sym_5_on_11,L_4,lvt,11.494,Poor,,0,4761.0,,sym_5_mc_2,sym_5_on_11,L_4,Poor
4779.0,_sym_5_mc_2_sym_5_on_12_L_20,sym_5_mc_2,sym_5_on_12,L_20,lvt,7.257,Bad,,0,4779.0,,sym_5_mc_2,sym_5_on_12,L_20,Bad
4817.0,_sym_5_mc_2_sym_5_on_13_L_11,sym_5_mc_2,sym_5_on_13,L_11,lvt,14.318,Poor,,0,4817.0,,sym_5_mc_2,sym_5_on_13,L_11,Poor
4831.0,_sym_5_mc_2_sym_5_on_13_L_24,sym_5_mc_2,sym_5_on_13,L_24,lvt,23.809,Good,,0,4831.0,,sym_5_mc_2,sym_5_on_13,L_24,Good
4838.0,_sym_5_mc_2_sym_5_on_13_L_30,sym_5_mc_2,sym_5_on_13,L_30,lvt,24.083,Good,,0,4838.0,,sym_5_mc_2,sym_5_on_13,L_30,Good
4852.0,_sym_5_mc_2_sym_5_on_13_L_43,sym_5_mc_2,sym_5_on_13,L_43,lvt,30.698,Excellent,,0,4852.0,,sym_5_mc_2,sym_5_on_13,L_43,Excellent
5045.0,_sym_5_on_12_sym_5_mc_2_L_44,sym_5_on_12,sym_5_mc_2,L_44,lvt,25.731,Good,,0,5045.0,,sym_5_on_12,sym_5_mc_2,L_44,Good
5165.0,_sym_5_mc_2_sym_5_mc_2_L_21,sym_5_mc_2,sym_5_mc_2,L_21,nbo,11.668,Poor,,0,5165.0,,sym_5_mc_2,sym_5_mc_2,L_21,Poor
5202.0,_sym_5_mc_2_sym_5_on_10_L_11,sym_5_mc_2,sym_5_on_10,L_11,nbo,11.085,Poor,,0,5202.0,,sym_5_mc_2,sym_5_on_10,L_11,Poor
5280.0,_sym_5_mc_2_sym_5_on_11_L_39,sym_5_mc_2,sym_5_on_11,L_39,nbo,23.369,Good,,0,5280.0,,sym_5_mc_2,sym_5_on_11,L_39,Good
5286.0,_sym_5_mc_2_sym_5_on_11_L_44,sym_5_mc_2,sym_5_on_11,L_44,nbo,25.053,Good,,0,5286.0,,sym_5_mc_2,sym_5_on_11,L_44,Good
5557.0,_sym_5_on_12_sym_5_mc_2_L_29,sym_5_on_12,sym_5_mc_2,L_29,nbo,21.691,Good,,0,5557.0,,sym_5_on_12,sym_5_mc_2,L_29,Good
5592.0,_sym_5_on_13_sym_5_mc_2_L_17,sym_5_on_13,sym_5_mc_2,L_17,nbo,17.869,Average,,0,5592.0,,sym_5_on_13,sym_5_mc_2,L_17,Average
5600.0,_sym_5_on_13_sym_5_mc_2_L_24,sym_5_on_13,sym_5_mc_2,L_24,nbo,21.92,Good,,0,5600.0,,sym_5_on_13,sym_5_mc_2,L_24,Good
6149.0,sym_4_mc_1_sym_5_on_10_L_44,sym_4_mc_1,sym_5_on_10,L_44,pth,30.04,Excellent,,0,6149.0,,sym_4_mc_1,sym_5_on_10,L_44,Excellent
5754.0,sym_16_mc_14_sym_8_mc_7_L_33,sym_16_mc_14,sym_8_mc_7,L_33,ocu,9.842,Poor,,0,5754.0,,sym_16_mc_14,sym_8_mc_7,L_33,Poor
5812.0,sym_16_mc_14_sym_8_mc_8_L_42,sym_16_mc_14,sym_8_mc_8,L_42,ocu,12.471,Poor,,0,5812.0,,sym_16_mc_14,sym_8_mc_8,L_42,Poor
5870.0,sym_16_mc_14_sym_8_mc_9_L_8,sym_16_mc_14,sym_8_mc_9,L_8,ocu,3.456,Bad,,0,5870.0,,sym_16_mc_14,sym_8_mc_9,L_8,Bad
5875.0,sym_16_mc_6_sym_8_mc_7_L_12,sym_16_mc_6,sym_8_mc_7,L_12,ocu,4.127,Bad,,0,5875.0,,sym_16_mc_6,sym_8_mc_7,L_12,Bad
5885.0,sym_16_mc_6_sym_8_mc_7_L_21,sym_16_mc_6,sym_8_mc_7,L_21,ocu,0.426,Bad,,0,5885.0,,sym_16_mc_6,sym_8_mc_7,L_21,Bad
5993.0,sym_16_mc_6_sym_8_mc_9_L_32,sym_16_mc_6,sym_8_mc_9,L_32,ocu,9.48,Bad,,0,5993.0,,sym_16_mc_6,sym_8_mc_9,L_32,Bad
6271.0,sym_4_mc_1_sym_5_on_13_L_24,sym_4_mc_1,sym_5_on_13,L_24,pth,27.434,Excellent,,0,6271.0,,sym_4_mc_1,sym_5_on_13,L_24,Excellent
6287.0,sym_4_mc_1_sym_5_on_13_L_39,sym_4_mc_1,sym_5_on_13,L_39,pth,31.797,Excellent,,0,6287.0,,sym_4_mc_1,sym_5_on_13,L_39,Excellent
7853.0,sym_4_mc_1__L_34,sym_4_mc_1,,L_34,qtz,30.228,Excellent,,0,7853.0,,sym_4_mc_1,,L_34,Excellent
9749.0,_sym_4_mc_1_sym_4_on_14_L_32,sym_4_mc_1,sym_4_on_14,L_32,sod,27.556,Excellent,,0,9749.0,,sym_4_mc_1,sym_4_on_14,L_32,Excellent
9879.0,_sym_4_mc_1_sym_4_on_8_L_20,sym_4_mc_1,sym_4_on_8,L_20,sod,28.514,Excellent,,0,9879.0,,sym_4_mc_1,sym_4_on_8,L_20,Excellent
