index,MOF,node 1,node 2,edge,topo,UG,UG_five_level
6293,sym_4_mc_1_sym_5_on_13_L_44,sym_4_mc_1,sym_5_on_13,L_44,pth,33.479,Excellent
6294,sym_4_mc_1_sym_5_on_13_L_45,sym_4_mc_1,sym_5_on_13,L_45,pth,31.412,Excellent
6295,sym_4_mc_1_sym_5_on_13_L_46,sym_4_mc_1,sym_5_on_13,L_46,pth,37.772,Excellent
6296,sym_4_mc_1_sym_5_on_13_L_47,sym_4_mc_1,sym_5_on_13,L_47,pth,37.671,Excellent
6330,sym_4_mc_1_sym_5_on_9_L_34,sym_4_mc_1,sym_5_on_9,L_34,pth,26.315,Excellent
6333,sym_4_mc_1_sym_5_on_9_L_37,sym_4_mc_1,sym_5_on_9,L_37,pth,26.426,Excellent
6334,sym_4_mc_1_sym_5_on_9_L_38,sym_4_mc_1,sym_5_on_9,L_38,pth,26.345,Excellent
6335,sym_4_mc_1_sym_5_on_9_L_39,sym_4_mc_1,sym_5_on_9,L_39,pth,26.588,Excellent
6337,sym_4_mc_1_sym_5_on_9_L_40,sym_4_mc_1,sym_5_on_9,L_40,pth,25.957,Excellent
6338,sym_4_mc_1_sym_5_on_9_L_41,sym_4_mc_1,sym_5_on_9,L_41,pth,27.816,Excellent
6340,sym_4_mc_1_sym_5_on_9_L_43,sym_4_mc_1,sym_5_on_9,L_43,pth,29.162,Excellent
6341,sym_4_mc_1_sym_5_on_9_L_44,sym_4_mc_1,sym_5_on_9,L_44,pth,28.502,Excellent
6342,sym_4_mc_1_sym_5_on_9_L_45,sym_4_mc_1,sym_5_on_9,L_45,pth,26.802,Excellent
6343,sym_4_mc_1_sym_5_on_9_L_46,sym_4_mc_1,sym_5_on_9,L_46,pth,33.007,Excellent
6344,sym_4_mc_1_sym_5_on_9_L_47,sym_4_mc_1,sym_5_on_9,L_47,pth,32.963,Excellent
6862,sym_3_on_0_sym_5_mc_2_L_43,sym_3_on_0,sym_5_mc_2,L_43,pto,27.061,Excellent
6863,sym_3_on_0_sym_5_mc_2_L_44,sym_3_on_0,sym_5_mc_2,L_44,pto,26.192,Excellent
6865,sym_3_on_0_sym_5_mc_2_L_46,sym_3_on_0,sym_5_mc_2,L_46,pto,31.227,Excellent
6866,sym_3_on_0_sym_5_mc_2_L_47,sym_3_on_0,sym_5_mc_2,L_47,pto,30.258,Excellent
7842,sym_4_mc_1__L_24,sym_4_mc_1,,L_24,qtz,26.708,Excellent
7843,sym_4_mc_1__L_25,sym_4_mc_1,,L_25,qtz,26.101,Excellent
7845,sym_4_mc_1__L_27,sym_4_mc_1,,L_27,qtz,28.605,Excellent
7847,sym_4_mc_1__L_29,sym_4_mc_1,,L_29,qtz,28.525,Excellent
7849,sym_4_mc_1__L_30,sym_4_mc_1,,L_30,qtz,27.138,Excellent
7851,sym_4_mc_1__L_32,sym_4_mc_1,,L_32,qtz,28.42,Excellent
7852,sym_4_mc_1__L_33,sym_4_mc_1,,L_33,qtz,28.327,Excellent
7853,sym_4_mc_1__L_34,sym_4_mc_1,,L_34,qtz,30.228,Excellent
7854,sym_4_mc_1__L_35,sym_4_mc_1,,L_35,qtz,29.088,Excellent
7855,sym_4_mc_1__L_36,sym_4_mc_1,,L_36,qtz,28.353,Excellent
7856,sym_4_mc_1__L_37,sym_4_mc_1,,L_37,qtz,30.297,Excellent
7857,sym_4_mc_1__L_38,sym_4_mc_1,,L_38,qtz,30.145,Excellent
7858,sym_4_mc_1__L_39,sym_4_mc_1,,L_39,qtz,30.922,Excellent
7860,sym_4_mc_1__L_40,sym_4_mc_1,,L_40,qtz,30.021,Excellent
7861,sym_4_mc_1__L_41,sym_4_mc_1,,L_41,qtz,31.588,Excellent
7862,sym_4_mc_1__L_42,sym_4_mc_1,,L_42,qtz,30.237,Excellent
7863,sym_4_mc_1__L_43,sym_4_mc_1,,L_43,qtz,33.322,Excellent
7864,sym_4_mc_1__L_44,sym_4_mc_1,,L_44,qtz,32.611,Excellent
7865,sym_4_mc_1__L_45,sym_4_mc_1,,L_45,qtz,30.966,Excellent
7866,sym_4_mc_1__L_46,sym_4_mc_1,,L_46,qtz,36.809,Excellent
7867,sym_4_mc_1__L_47,sym_4_mc_1,,L_47,qtz,36.666,Excellent
9686,_sym_4_mc_1_sym_4_mc_1_L_14,sym_4_mc_1,sym_4_mc_1,L_14,sod,26.064,Excellent
9687,_sym_4_mc_1_sym_4_mc_1_L_15,sym_4_mc_1,sym_4_mc_1,L_15,sod,26.402,Excellent
9688,_sym_4_mc_1_sym_4_mc_1_L_16,sym_4_mc_1,sym_4_mc_1,L_16,sod,28.498,Excellent
9689,_sym_4_mc_1_sym_4_mc_1_L_17,sym_4_mc_1,sym_4_mc_1,L_17,sod,27.495,Excellent
9690,_sym_4_mc_1_sym_4_mc_1_L_18,sym_4_mc_1,sym_4_mc_1,L_18,sod,26.456,Excellent
9691,_sym_4_mc_1_sym_4_mc_1_L_19,sym_4_mc_1,sym_4_mc_1,L_19,sod,30.27,Excellent
9693,_sym_4_mc_1_sym_4_mc_1_L_20,sym_4_mc_1,sym_4_mc_1,L_20,sod,30.354,Excellent
9694,_sym_4_mc_1_sym_4_mc_1_L_21,sym_4_mc_1,sym_4_mc_1,L_21,sod,29.451,Excellent
9695,_sym_4_mc_1_sym_4_mc_1_L_22,sym_4_mc_1,sym_4_mc_1,L_22,sod,29.817,Excellent
9696,_sym_4_mc_1_sym_4_mc_1_L_23,sym_4_mc_1,sym_4_mc_1,L_23,sod,31.313,Excellent
9697,_sym_4_mc_1_sym_4_mc_1_L_24,sym_4_mc_1,sym_4_mc_1,L_24,sod,32.333,Excellent
9698,_sym_4_mc_1_sym_4_mc_1_L_25,sym_4_mc_1,sym_4_mc_1,L_25,sod,31.91,Excellent
9699,_sym_4_mc_1_sym_4_mc_1_L_26,sym_4_mc_1,sym_4_mc_1,L_26,sod,30.595,Excellent
9700,_sym_4_mc_1_sym_4_mc_1_L_27,sym_4_mc_1,sym_4_mc_1,L_27,sod,34.937,Excellent
9701,_sym_4_mc_1_sym_4_mc_1_L_28,sym_4_mc_1,sym_4_mc_1,L_28,sod,30.898,Excellent
9702,_sym_4_mc_1_sym_4_mc_1_L_29,sym_4_mc_1,sym_4_mc_1,L_29,sod,34.716,Excellent
9704,_sym_4_mc_1_sym_4_mc_1_L_30,sym_4_mc_1,sym_4_mc_1,L_30,sod,33.576,Excellent
9705,_sym_4_mc_1_sym_4_mc_1_L_31,sym_4_mc_1,sym_4_mc_1,L_31,sod,31.332,Excellent
9706,_sym_4_mc_1_sym_4_mc_1_L_32,sym_4_mc_1,sym_4_mc_1,L_32,sod,34.503,Excellent
9707,_sym_4_mc_1_sym_4_mc_1_L_33,sym_4_mc_1,sym_4_mc_1,L_33,sod,34.399,Excellent
9708,_sym_4_mc_1_sym_4_mc_1_L_34,sym_4_mc_1,sym_4_mc_1,L_34,sod,36.493,Excellent
9709,_sym_4_mc_1_sym_4_mc_1_L_35,sym_4_mc_1,sym_4_mc_1,L_35,sod,35.547,Excellent
9710,_sym_4_mc_1_sym_4_mc_1_L_36,sym_4_mc_1,sym_4_mc_1,L_36,sod,34.462,Excellent
9711,_sym_4_mc_1_sym_4_mc_1_L_37,sym_4_mc_1,sym_4_mc_1,L_37,sod,36.562,Excellent
9712,_sym_4_mc_1_sym_4_mc_1_L_38,sym_4_mc_1,sym_4_mc_1,L_38,sod,36.417,Excellent
9713,_sym_4_mc_1_sym_4_mc_1_L_39,sym_4_mc_1,sym_4_mc_1,L_39,sod,37.536,Excellent
9715,_sym_4_mc_1_sym_4_mc_1_L_40,sym_4_mc_1,sym_4_mc_1,L_40,sod,36.561,Excellent
9716,_sym_4_mc_1_sym_4_mc_1_L_41,sym_4_mc_1,sym_4_mc_1,L_41,sod,38.217,Excellent
9717,_sym_4_mc_1_sym_4_mc_1_L_42,sym_4_mc_1,sym_4_mc_1,L_42,sod,36.636,Excellent
9718,_sym_4_mc_1_sym_4_mc_1_L_43,sym_4_mc_1,sym_4_mc_1,L_43,sod,40.134,Excellent
9719,_sym_4_mc_1_sym_4_mc_1_L_44,sym_4_mc_1,sym_4_mc_1,L_44,sod,39.549,Excellent
9720,_sym_4_mc_1_sym_4_mc_1_L_45,sym_4_mc_1,sym_4_mc_1,L_45,sod,37.664,Excellent
9721,_sym_4_mc_1_sym_4_mc_1_L_46,sym_4_mc_1,sym_4_mc_1,L_46,sod,43.973,Excellent
9722,_sym_4_mc_1_sym_4_mc_1_L_47,sym_4_mc_1,sym_4_mc_1,L_47,sod,43.891,Excellent
9745,_sym_4_mc_1_sym_4_on_14_L_27,sym_4_mc_1,sym_4_on_14,L_27,sod,28.709,Excellent
9749,_sym_4_mc_1_sym_4_on_14_L_32,sym_4_mc_1,sym_4_on_14,L_32,sod,27.556,Excellent
9750,_sym_4_mc_1_sym_4_on_14_L_33,sym_4_mc_1,sym_4_on_14,L_33,sod,27.49,Excellent
9751,_sym_4_mc_1_sym_4_on_14_L_34,sym_4_mc_1,sym_4_on_14,L_34,sod,29.848,Excellent
9752,_sym_4_mc_1_sym_4_on_14_L_35,sym_4_mc_1,sym_4_on_14,L_35,sod,28.587,Excellent
9753,_sym_4_mc_1_sym_4_on_14_L_36,sym_4_mc_1,sym_4_on_14,L_36,sod,27.097,Excellent
9754,_sym_4_mc_1_sym_4_on_14_L_37,sym_4_mc_1,sym_4_on_14,L_37,sod,30.175,Excellent
9755,_sym_4_mc_1_sym_4_on_14_L_38,sym_4_mc_1,sym_4_on_14,L_38,sod,29.517,Excellent
9756,_sym_4_mc_1_sym_4_on_14_L_39,sym_4_mc_1,sym_4_on_14,L_39,sod,30.249,Excellent
9758,_sym_4_mc_1_sym_4_on_14_L_40,sym_4_mc_1,sym_4_on_14,L_40,sod,29.37,Excellent
9759,_sym_4_mc_1_sym_4_on_14_L_41,sym_4_mc_1,sym_4_on_14,L_41,sod,31.378,Excellent
9760,_sym_4_mc_1_sym_4_on_14_L_42,sym_4_mc_1,sym_4_on_14,L_42,sod,29.278,Excellent
9761,_sym_4_mc_1_sym_4_on_14_L_43,sym_4_mc_1,sym_4_on_14,L_43,sod,33.091,Excellent
9762,_sym_4_mc_1_sym_4_on_14_L_44,sym_4_mc_1,sym_4_on_14,L_44,sod,32.425,Excellent
9763,_sym_4_mc_1_sym_4_on_14_L_45,sym_4_mc_1,sym_4_on_14,L_45,sod,30.419,Excellent
9764,_sym_4_mc_1_sym_4_on_14_L_46,sym_4_mc_1,sym_4_on_14,L_46,sod,37.506,Excellent
9765,_sym_4_mc_1_sym_4_on_14_L_47,sym_4_mc_1,sym_4_on_14,L_47,sod,37.578,Excellent
9790,_sym_4_mc_1_sym_4_on_6_L_27,sym_4_mc_1,sym_4_on_6,L_27,sod,27.64,Excellent
9792,_sym_4_mc_1_sym_4_on_6_L_29,sym_4_mc_1,sym_4_on_6,L_29,sod,27.032,Excellent
9796,_sym_4_mc_1_sym_4_on_6_L_32,sym_4_mc_1,sym_4_on_6,L_32,sod,26.741,Excellent
9797,_sym_4_mc_1_sym_4_on_6_L_33,sym_4_mc_1,sym_4_on_6,L_33,sod,26.49,Excellent
9798,_sym_4_mc_1_sym_4_on_6_L_34,sym_4_mc_1,sym_4_on_6,L_34,sod,29.14,Excellent
9799,_sym_4_mc_1_sym_4_on_6_L_35,sym_4_mc_1,sym_4_on_6,L_35,sod,27.697,Excellent
9800,_sym_4_mc_1_sym_4_on_6_L_36,sym_4_mc_1,sym_4_on_6,L_36,sod,26.489,Excellent
9801,_sym_4_mc_1_sym_4_on_6_L_37,sym_4_mc_1,sym_4_on_6,L_37,sod,29.176,Excellent
9802,_sym_4_mc_1_sym_4_on_6_L_38,sym_4_mc_1,sym_4_on_6,L_38,sod,28.862,Excellent
9803,_sym_4_mc_1_sym_4_on_6_L_39,sym_4_mc_1,sym_4_on_6,L_39,sod,29.522,Excellent
9805,_sym_4_mc_1_sym_4_on_6_L_40,sym_4_mc_1,sym_4_on_6,L_40,sod,28.609,Excellent
9806,_sym_4_mc_1_sym_4_on_6_L_41,sym_4_mc_1,sym_4_on_6,L_41,sod,30.418,Excellent
9807,_sym_4_mc_1_sym_4_on_6_L_42,sym_4_mc_1,sym_4_on_6,L_42,sod,28.6,Excellent
9808,_sym_4_mc_1_sym_4_on_6_L_43,sym_4_mc_1,sym_4_on_6,L_43,sod,32.451,Excellent
9809,_sym_4_mc_1_sym_4_on_6_L_44,sym_4_mc_1,sym_4_on_6,L_44,sod,31.572,Excellent
9810,_sym_4_mc_1_sym_4_on_6_L_45,sym_4_mc_1,sym_4_on_6,L_45,sod,29.817,Excellent
9811,_sym_4_mc_1_sym_4_on_6_L_46,sym_4_mc_1,sym_4_on_6,L_46,sod,36.83,Excellent
9812,_sym_4_mc_1_sym_4_on_6_L_47,sym_4_mc_1,sym_4_on_6,L_47,sod,36.797,Excellent
9835,_sym_4_mc_1_sym_4_on_7_L_24,sym_4_mc_1,sym_4_on_7,L_24,sod,26.874,Excellent
9836,_sym_4_mc_1_sym_4_on_7_L_25,sym_4_mc_1,sym_4_on_7,L_25,sod,26.486,Excellent
9838,_sym_4_mc_1_sym_4_on_7_L_27,sym_4_mc_1,sym_4_on_7,L_27,sod,30.632,Excellent
9840,_sym_4_mc_1_sym_4_on_7_L_29,sym_4_mc_1,sym_4_on_7,L_29,sod,29.526,Excellent
9842,_sym_4_mc_1_sym_4_on_7_L_30,sym_4_mc_1,sym_4_on_7,L_30,sod,28.14,Excellent
9844,_sym_4_mc_1_sym_4_on_7_L_32,sym_4_mc_1,sym_4_on_7,L_32,sod,29.397,Excellent
9845,_sym_4_mc_1_sym_4_on_7_L_33,sym_4_mc_1,sym_4_on_7,L_33,sod,29.124,Excellent
9846,_sym_4_mc_1_sym_4_on_7_L_34,sym_4_mc_1,sym_4_on_7,L_34,sod,31.682,Excellent
9847,_sym_4_mc_1_sym_4_on_7_L_35,sym_4_mc_1,sym_4_on_7,L_35,sod,30.373,Excellent
9848,_sym_4_mc_1_sym_4_on_7_L_36,sym_4_mc_1,sym_4_on_7,L_36,sod,28.908,Excellent
9849,_sym_4_mc_1_sym_4_on_7_L_37,sym_4_mc_1,sym_4_on_7,L_37,sod,31.734,Excellent
9850,_sym_4_mc_1_sym_4_on_7_L_38,sym_4_mc_1,sym_4_on_7,L_38,sod,31.319,Excellent
9851,_sym_4_mc_1_sym_4_on_7_L_39,sym_4_mc_1,sym_4_on_7,L_39,sod,32.186,Excellent
9853,_sym_4_mc_1_sym_4_on_7_L_40,sym_4_mc_1,sym_4_on_7,L_40,sod,31.113,Excellent
9854,_sym_4_mc_1_sym_4_on_7_L_41,sym_4_mc_1,sym_4_on_7,L_41,sod,33.038,Excellent
9855,_sym_4_mc_1_sym_4_on_7_L_42,sym_4_mc_1,sym_4_on_7,L_42,sod,30.94,Excellent
9856,_sym_4_mc_1_sym_4_on_7_L_43,sym_4_mc_1,sym_4_on_7,L_43,sod,34.814,Excellent
9857,_sym_4_mc_1_sym_4_on_7_L_44,sym_4_mc_1,sym_4_on_7,L_44,sod,33.939,Excellent
9858,_sym_4_mc_1_sym_4_on_7_L_45,sym_4_mc_1,sym_4_on_7,L_45,sod,32.026,Excellent
9859,_sym_4_mc_1_sym_4_on_7_L_46,sym_4_mc_1,sym_4_on_7,L_46,sod,39.126,Excellent
9860,_sym_4_mc_1_sym_4_on_7_L_47,sym_4_mc_1,sym_4_on_7,L_47,sod,39.216,Excellent
9874,_sym_4_mc_1_sym_4_on_8_L_16,sym_4_mc_1,sym_4_on_8,L_16,sod,27.249,Excellent
9877,_sym_4_mc_1_sym_4_on_8_L_19,sym_4_mc_1,sym_4_on_8,L_19,sod,28.548,Excellent
9879,_sym_4_mc_1_sym_4_on_8_L_20,sym_4_mc_1,sym_4_on_8,L_20,sod,28.514,Excellent
9880,_sym_4_mc_1_sym_4_on_8_L_21,sym_4_mc_1,sym_4_on_8,L_21,sod,27.3,Excellent
9881,_sym_4_mc_1_sym_4_on_8_L_22,sym_4_mc_1,sym_4_on_8,L_22,sod,27.378,Excellent
9882,_sym_4_mc_1_sym_4_on_8_L_23,sym_4_mc_1,sym_4_on_8,L_23,sod,28.914,Excellent
9883,_sym_4_mc_1_sym_4_on_8_L_24,sym_4_mc_1,sym_4_on_8,L_24,sod,30.185,Excellent
9884,_sym_4_mc_1_sym_4_on_8_L_25,sym_4_mc_1,sym_4_on_8,L_25,sod,29.9,Excellent
9885,_sym_4_mc_1_sym_4_on_8_L_26,sym_4_mc_1,sym_4_on_8,L_26,sod,27.951,Excellent
9886,_sym_4_mc_1_sym_4_on_8_L_27,sym_4_mc_1,sym_4_on_8,L_27,sod,33.686,Excellent
9887,_sym_4_mc_1_sym_4_on_8_L_28,sym_4_mc_1,sym_4_on_8,L_28,sod,29.125,Excellent
9888,_sym_4_mc_1_sym_4_on_8_L_29,sym_4_mc_1,sym_4_on_8,L_29,sod,33.141,Excellent
9890,_sym_4_mc_1_sym_4_on_8_L_30,sym_4_mc_1,sym_4_on_8,L_30,sod,31.872,Excellent
9891,_sym_4_mc_1_sym_4_on_8_L_31,sym_4_mc_1,sym_4_on_8,L_31,sod,28.932,Excellent
9892,_sym_4_mc_1_sym_4_on_8_L_32,sym_4_mc_1,sym_4_on_8,L_32,sod,32.477,Excellent
9893,_sym_4_mc_1_sym_4_on_8_L_33,sym_4_mc_1,sym_4_on_8,L_33,sod,32.471,Excellent
9894,_sym_4_mc_1_sym_4_on_8_L_34,sym_4_mc_1,sym_4_on_8,L_34,sod,34.796,Excellent
9895,_sym_4_mc_1_sym_4_on_8_L_35,sym_4_mc_1,sym_4_on_8,L_35,sod,33.341,Excellent
9896,_sym_4_mc_1_sym_4_on_8_L_36,sym_4_mc_1,sym_4_on_8,L_36,sod,32.045,Excellent
9897,_sym_4_mc_1_sym_4_on_8_L_37,sym_4_mc_1,sym_4_on_8,L_37,sod,34.901,Excellent
9898,_sym_4_mc_1_sym_4_on_8_L_38,sym_4_mc_1,sym_4_on_8,L_38,sod,34.511,Excellent
9899,_sym_4_mc_1_sym_4_on_8_L_39,sym_4_mc_1,sym_4_on_8,L_39,sod,35.127,Excellent
9901,_sym_4_mc_1_sym_4_on_8_L_40,sym_4_mc_1,sym_4_on_8,L_40,sod,34.229,Excellent
9902,_sym_4_mc_1_sym_4_on_8_L_41,sym_4_mc_1,sym_4_on_8,L_41,sod,36.02,Excellent
9903,_sym_4_mc_1_sym_4_on_8_L_42,sym_4_mc_1,sym_4_on_8,L_42,sod,34.282,Excellent
9904,_sym_4_mc_1_sym_4_on_8_L_43,sym_4_mc_1,sym_4_on_8,L_43,sod,38.326,Excellent
9905,_sym_4_mc_1_sym_4_on_8_L_44,sym_4_mc_1,sym_4_on_8,L_44,sod,36.973,Excellent
9906,_sym_4_mc_1_sym_4_on_8_L_45,sym_4_mc_1,sym_4_on_8,L_45,sod,34.552,Excellent
9907,_sym_4_mc_1_sym_4_on_8_L_46,sym_4_mc_1,sym_4_on_8,L_46,sod,41.973,Excellent
9908,_sym_4_mc_1_sym_4_on_8_L_47,sym_4_mc_1,sym_4_on_8,L_47,sod,41.858,Excellent
10186,sym_3_on_0_sym_9_mc_5_L_43,sym_3_on_0,sym_9_mc_5,L_43,spn,28.377,Excellent
10187,sym_3_on_0_sym_9_mc_5_L_44,sym_3_on_0,sym_9_mc_5,L_44,spn,30.851,Excellent
10188,sym_3_on_0_sym_9_mc_5_L_45,sym_3_on_0,sym_9_mc_5,L_45,spn,26.643,Excellent
10189,sym_3_on_0_sym_9_mc_5_L_46,sym_3_on_0,sym_9_mc_5,L_46,spn,32.331,Excellent
10190,sym_3_on_0_sym_9_mc_5_L_47,sym_3_on_0,sym_9_mc_5,L_47,spn,31.722,Excellent
10685,_sym_3_on_0_sym_3_mc_0_L_17,sym_3_on_0,sym_3_mc_0,L_17,srs,26.291,Excellent
10687,_sym_3_on_0_sym_3_mc_0_L_19,sym_3_on_0,sym_3_mc_0,L_19,srs,29.743,Excellent
10689,_sym_3_on_0_sym_3_mc_0_L_20,sym_3_on_0,sym_3_mc_0,L_20,srs,29.295,Excellent
10690,_sym_3_on_0_sym_3_mc_0_L_21,sym_3_on_0,sym_3_mc_0,L_21,srs,28.82,Excellent
10691,_sym_3_on_0_sym_3_mc_0_L_22,sym_3_on_0,sym_3_mc_0,L_22,srs,29.951,Excellent
10692,_sym_3_on_0_sym_3_mc_0_L_23,sym_3_on_0,sym_3_mc_0,L_23,srs,31.579,Excellent
10693,_sym_3_on_0_sym_3_mc_0_L_24,sym_3_on_0,sym_3_mc_0,L_24,srs,32.93,Excellent
10694,_sym_3_on_0_sym_3_mc_0_L_25,sym_3_on_0,sym_3_mc_0,L_25,srs,32.409,Excellent
10695,_sym_3_on_0_sym_3_mc_0_L_26,sym_3_on_0,sym_3_mc_0,L_26,srs,30.324,Excellent
10696,_sym_3_on_0_sym_3_mc_0_L_27,sym_3_on_0,sym_3_mc_0,L_27,srs,36.028,Excellent
10697,_sym_3_on_0_sym_3_mc_0_L_28,sym_3_on_0,sym_3_mc_0,L_28,srs,31.458,Excellent
10698,_sym_3_on_0_sym_3_mc_0_L_29,sym_3_on_0,sym_3_mc_0,L_29,srs,35.961,Excellent
10700,_sym_3_on_0_sym_3_mc_0_L_30,sym_3_on_0,sym_3_mc_0,L_30,srs,34.188,Excellent
10701,_sym_3_on_0_sym_3_mc_0_L_31,sym_3_on_0,sym_3_mc_0,L_31,srs,31.269,Excellent
10702,_sym_3_on_0_sym_3_mc_0_L_32,sym_3_on_0,sym_3_mc_0,L_32,srs,35.759,Excellent
10703,_sym_3_on_0_sym_3_mc_0_L_33,sym_3_on_0,sym_3_mc_0,L_33,srs,35.895,Excellent
10704,_sym_3_on_0_sym_3_mc_0_L_34,sym_3_on_0,sym_3_mc_0,L_34,srs,37.488,Excellent
10705,_sym_3_on_0_sym_3_mc_0_L_35,sym_3_on_0,sym_3_mc_0,L_35,srs,36.454,Excellent
10706,_sym_3_on_0_sym_3_mc_0_L_36,sym_3_on_0,sym_3_mc_0,L_36,srs,36.313,Excellent
10707,_sym_3_on_0_sym_3_mc_0_L_37,sym_3_on_0,sym_3_mc_0,L_37,srs,38.591,Excellent
10708,_sym_3_on_0_sym_3_mc_0_L_38,sym_3_on_0,sym_3_mc_0,L_38,srs,38.193,Excellent
10709,_sym_3_on_0_sym_3_mc_0_L_39,sym_3_on_0,sym_3_mc_0,L_39,srs,39.701,Excellent
10711,_sym_3_on_0_sym_3_mc_0_L_40,sym_3_on_0,sym_3_mc_0,L_40,srs,38.731,Excellent
10712,_sym_3_on_0_sym_3_mc_0_L_41,sym_3_on_0,sym_3_mc_0,L_41,srs,41.092,Excellent
10713,_sym_3_on_0_sym_3_mc_0_L_42,sym_3_on_0,sym_3_mc_0,L_42,srs,39.232,Excellent
10714,_sym_3_on_0_sym_3_mc_0_L_43,sym_3_on_0,sym_3_mc_0,L_43,srs,43.789,Excellent
10715,_sym_3_on_0_sym_3_mc_0_L_44,sym_3_on_0,sym_3_mc_0,L_44,srs,43.061,Excellent
10716,_sym_3_on_0_sym_3_mc_0_L_45,sym_3_on_0,sym_3_mc_0,L_45,srs,40.669,Excellent
10717,_sym_3_on_0_sym_3_mc_0_L_46,sym_3_on_0,sym_3_mc_0,L_46,srs,48.808,Excellent
10718,_sym_3_on_0_sym_3_mc_0_L_47,sym_3_on_0,sym_3_mc_0,L_47,srs,47.654,Excellent
12192,sym_3_on_0_sym_5_mc_2_L_34,sym_3_on_0,sym_5_mc_2,L_34,tbo,26.023,Excellent
12195,sym_3_on_0_sym_5_mc_2_L_37,sym_3_on_0,sym_5_mc_2,L_37,tbo,26.342,Excellent
12196,sym_3_on_0_sym_5_mc_2_L_38,sym_3_on_0,sym_5_mc_2,L_38,tbo,26.157,Excellent
12197,sym_3_on_0_sym_5_mc_2_L_39,sym_3_on_0,sym_5_mc_2,L_39,tbo,27.146,Excellent
12199,sym_3_on_0_sym_5_mc_2_L_40,sym_3_on_0,sym_5_mc_2,L_40,tbo,26.836,Excellent
12200,sym_3_on_0_sym_5_mc_2_L_41,sym_3_on_0,sym_5_mc_2,L_41,tbo,28.152,Excellent
12201,sym_3_on_0_sym_5_mc_2_L_42,sym_3_on_0,sym_5_mc_2,L_42,tbo,26.022,Excellent
12202,sym_3_on_0_sym_5_mc_2_L_43,sym_3_on_0,sym_5_mc_2,L_43,tbo,30.836,Excellent
12203,sym_3_on_0_sym_5_mc_2_L_44,sym_3_on_0,sym_5_mc_2,L_44,tbo,29.889,Excellent
12204,sym_3_on_0_sym_5_mc_2_L_45,sym_3_on_0,sym_5_mc_2,L_45,tbo,27.566,Excellent
12205,sym_3_on_0_sym_5_mc_2_L_46,sym_3_on_0,sym_5_mc_2,L_46,tbo,35.309,Excellent
12206,sym_3_on_0_sym_5_mc_2_L_47,sym_3_on_0,sym_5_mc_2,L_47,tbo,34.564,Excellent
12637,sym_3_on_0_sym_8_mc_8_L_46,sym_3_on_0,sym_8_mc_8,L_46,the,28.17,Excellent
12638,sym_3_on_0_sym_8_mc_8_L_47,sym_3_on_0,sym_8_mc_8,L_47,the,27.612,Excellent
569,sym_3_on_0_sym_4_mc_1_L_14,sym_3_on_0,sym_4_mc_1,L_14,bor,20.795,Good
570,sym_3_on_0_sym_4_mc_1_L_15,sym_3_on_0,sym_4_mc_1,L_15,bor,21.756,Good
571,sym_3_on_0_sym_4_mc_1_L_16,sym_3_on_0,sym_4_mc_1,L_16,bor,23.2,Good
572,sym_3_on_0_sym_4_mc_1_L_17,sym_3_on_0,sym_4_mc_1,L_17,bor,21.937,Good
573,sym_3_on_0_sym_4_mc_1_L_18,sym_3_on_0,sym_4_mc_1,L_18,bor,20.673,Good
574,sym_3_on_0_sym_4_mc_1_L_19,sym_3_on_0,sym_4_mc_1,L_19,bor,25.384,Good
576,sym_3_on_0_sym_4_mc_1_L_20,sym_3_on_0,sym_4_mc_1,L_20,bor,24.415,Good
578,sym_3_on_0_sym_4_mc_1_L_22,sym_3_on_0,sym_4_mc_1,L_22,bor,24.565,Good
582,sym_3_on_0_sym_4_mc_1_L_26,sym_3_on_0,sym_4_mc_1,L_26,bor,25.199,Good
584,sym_3_on_0_sym_4_mc_1_L_28,sym_3_on_0,sym_4_mc_1,L_28,bor,25.904,Good
1701,sym_3_on_0_sym_4_mc_1_L_14,sym_3_on_0,sym_4_mc_1,L_14,ctn,20.085,Good
1702,sym_3_on_0_sym_4_mc_1_L_15,sym_3_on_0,sym_4_mc_1,L_15,ctn,20.489,Good
1703,sym_3_on_0_sym_4_mc_1_L_16,sym_3_on_0,sym_4_mc_1,L_16,ctn,22.072,Good
1704,sym_3_on_0_sym_4_mc_1_L_17,sym_3_on_0,sym_4_mc_1,L_17,ctn,21.158,Good
1705,sym_3_on_0_sym_4_mc_1_L_18,sym_3_on_0,sym_4_mc_1,L_18,ctn,19.909,Good
1706,sym_3_on_0_sym_4_mc_1_L_19,sym_3_on_0,sym_4_mc_1,L_19,ctn,24.39,Good
1708,sym_3_on_0_sym_4_mc_1_L_20,sym_3_on_0,sym_4_mc_1,L_20,ctn,23.809,Good
1710,sym_3_on_0_sym_4_mc_1_L_22,sym_3_on_0,sym_4_mc_1,L_22,ctn,23.457,Good
1711,sym_3_on_0_sym_4_mc_1_L_23,sym_3_on_0,sym_4_mc_1,L_23,ctn,24.9,Good
1713,sym_3_on_0_sym_4_mc_1_L_25,sym_3_on_0,sym_4_mc_1,L_25,ctn,25.676,Good
1714,sym_3_on_0_sym_4_mc_1_L_26,sym_3_on_0,sym_4_mc_1,L_26,ctn,24.086,Good
1716,sym_3_on_0_sym_4_mc_1_L_28,sym_3_on_0,sym_4_mc_1,L_28,ctn,24.857,Good
